Batch#,STPP_Dosing Time,STPP_QTY,SODAL 1_Dosing Time,SODAL 1_QTY,LABSA_Dosing Time,LABSA_QTY,Mixing-1,Colour_Dosing Time,Colour_QTY,Mixing-2,Frisis + Feldspar_Dosing Time,Frisis + Feldspar_QTY,Mixing-3,HA 20_Dosing Time,HA 20_QTY,Mixing-4,SODAL 2_Dosing Time,SODAL 2_QTY,Mixing-5,Phosphoric Acid_Dosing Time,Phosphoric Acid_QTY,Mixing-6,Sodium Silicate_Dosing Time,Sodium Silicate_QTY,Mixing-7,Perfume_Dosing Time,Perfume_QTY,Mixing-8,Total Mixing Time,IDLE Time before PV,Median_BatchPV
Batch-636,20,170,163,720,135,462,287,33,14,51,40,336,171,26,80,156,167,643,170,783,263,298,19,61,29,64,2,29,1148,2841,30
Batch-637,18,170,169,721,120,467,250,29,15,25,37,336,174,28,80,129,118,661,123,762,263,295,25,65,31,38,2,28,1055,2959,28
Batch-638,22,170,169,719,135,468,234,12,15,60,41,338,161,25,81,158,203,648,131,845,243,314,20,63,32,24,2,30,1120,4028,29
Batch-639,31,170,114,719,92,469,271,121,15,56,29,335,168,27,80,129,125,639,136,817,262,309,22,65,29,17,2,31,1129,2542,29
Batch-640,28,170,161,719,128,463,259,6,16,7,26,340,167,27,81,138,106,650,141,801,251,312,26,65,31,33,2,28,1083,1296,27
Batch-641,23,170,127,721,76,463,255,81,14,28,40,337,166,26,80,134,159,662,159,804,265,295,24,61,27,18,2,29,1093,3962,30
Batch-642,27,170,196,719,95,462,256,42,14,31,36,337,177,29,80,140,214,642,131,855,247,319,24,61,27,38,2,29,1110,3494,29
Batch-643,17,170,130,720,126,469,290,19,16,19,37,341,165,27,80,143,146,656,157,825,256,305,26,70,27,44,2,30,1136,4015,31
Batch-644,16,170,179,720,90,467,300,41,14,38,29,338,159,29,81,161,220,647,133,769,251,304,16,65,32,40,2,29,1148,3604,29
Batch-645,33,170,128,721,85,468,261,29,16,60,27,339,179,29,79,138,117,642,161,812,262,294,25,62,27,15,2,28,1148,3957,31
Batch-646,39,170,151,719,91,467,254,14,14,28,39,335,180,28,80,123,113,664,153,849,263,311,22,64,30,5,2,30,1109,1766,29
Batch-647,34,170,106,720,130,463,275,46,15,45,34,336,163,27,79,145,177,638,181,806,265,332,26,70,27,52,2,31,1148,4764,32
Batch-648,31,170,171,719,99,467,256,81,16,43,35,339,170,29,79,132,105,664,181,767,261,318,23,68,29,44,2,28,1148,1725,29
Batch-649,34,170,189,719,107,469,237,5,16,28,33,343,168,25,79,145,126,649,161,820,261,309,21,65,28,46,2,29,1105,768,27
Batch-650,31,170,133,720,121,470,288,93,15,7,36,345,169,29,79,120,213,645,155,766,251,333,16,60,27,6,2,29,1128,4199,30
Batch-651,19,170,158,719,131,467,283,79,14,11,34,345,167,27,80,131,104,643,180,845,245,326,22,70,30,34,2,28,1148,4658,32
Batch-652,24,170,112,720,98,470,294,10,14,58,35,336,155,29,80,154,202,647,173,795,264,335,26,61,28,39,2,31,1148,4634,32
Batch-653,32,170,155,719,102,465,274,89,16,12,30,342,159,27,79,160,121,651,135,787,254,296,21,66,33,4,2,28,1097,3638,29
Batch-654,25,170,159,719,86,460,272,45,16,47,37,342,178,25,79,138,174,635,172,829,265,329,23,63,28,57,2,31,1148,1648,29
Batch-655,34,170,129,721,109,469,283,50,16,11,29,340,169,28,79,155,211,658,133,801,265,331,15,63,29,31,2,28,1139,1744,28
Batch-656,34,170,113,720,89,463,259,92,16,58,37,345,157,28,80,160,208,648,162,772,260,329,18,66,28,13,2,28,1148,2661,29
Batch-657,28,170,198,719,85,469,241,69,14,60,31,339,170,28,81,137,214,649,174,824,262,318,15,65,32,28,2,30,1148,2650,30
Batch-658,19,170,115,720,98,462,294,20,16,55,38,344,153,27,80,120,140,636,127,814,248,313,22,67,28,2,2,31,1121,3353,29
Batch-659,32,170,164,719,99,467,244,62,15,25,28,342,172,28,79,148,203,659,170,827,251,312,17,68,30,11,2,28,1129,2416,29
Batch-660,37,170,194,720,128,464,246,27,16,51,37,342,167,26,81,129,123,645,139,816,248,318,15,64,27,37,2,28,1105,2331,28
Batch-661,17,170,148,720,103,465,263,10,16,36,37,339,179,27,80,132,111,638,134,815,254,321,18,65,28,22,2,29,1122,1391,28
Batch-662,33,170,158,719,133,464,289,124,16,38,36,336,164,29,79,163,222,650,180,793,252,335,23,63,31,37,2,30,1148,2402,29
Batch-663,19,170,166,720,92,466,267,60,14,38,28,342,164,28,79,158,116,652,173,758,254,318,21,61,31,39,2,29,1148,5292,32
Batch-664,38,170,191,719,126,461,282,107,14,51,36,342,171,25,79,133,159,635,152,758,260,293,25,67,30,60,2,29,1141,5829,32
Batch-665,22,170,112,721,77,461,284,44,16,38,33,337,174,28,81,160,107,651,175,807,252,294,16,64,33,49,2,31,1148,780,28
Batch-666,34,170,143,719,119,466,277,84,14,18,40,342,174,26,80,132,202,636,178,848,258,322,18,67,31,55,2,30,1148,2976,30
Batch-667,24,170,200,721,92,460,234,105,15,59,29,339,174,26,79,121,219,662,125,858,253,337,23,65,32,54,2,31,1113,4811,30
Batch-668,31,170,123,719,114,461,281,66,14,52,33,342,155,27,79,162,163,643,170,852,259,303,22,62,31,39,2,29,1148,1916,29
Batch-669,21,170,144,720,103,467,241,102,15,31,32,342,162,25,79,145,220,645,135,758,262,332,15,66,33,16,2,30,1109,3483,29
Batch-670,30,170,115,719,89,461,245,16,15,44,34,335,153,27,79,126,123,655,177,841,246,332,19,61,27,59,2,30,1134,1185,28
Batch-671,15,170,124,720,96,469,273,69,14,11,37,343,172,26,80,163,140,657,146,787,251,309,25,70,27,26,2,31,1132,2758,29
Batch-672,25,170,185,720,83,466,239,46,14,47,37,344,174,29,81,159,176,642,133,809,247,298,24,60,28,33,2,30,1108,3768,29
Batch-673,33,170,121,719,115,470,276,38,14,42,26,338,155,27,79,124,170,640,144,831,250,296,24,60,27,14,2,31,1095,1523,27
Batch-674,25,170,200,720,121,461,262,106,14,50,36,344,160,25,81,145,125,637,162,809,257,294,21,70,33,42,2,31,1137,4556,31
Batch-675,24,170,127,720,123,465,237,72,15,29,27,342,175,27,81,133,169,652,146,852,251,294,20,69,31,9,2,30,1075,5580,31
Batch-676,34,170,151,721,101,466,250,87,15,22,39,339,173,29,81,146,179,660,173,767,265,337,17,61,28,48,2,29,1148,2216,29
Batch-677,22,170,188,719,136,461,282,12,16,18,32,339,165,27,80,149,188,645,171,844,261,323,17,60,27,22,2,28,1148,850,28
Batch-678,20,170,180,720,113,470,261,70,14,55,32,339,164,27,81,138,161,641,168,809,258,298,26,66,29,56,2,31,1144,2765,29
Batch-679,31,170,187,721,89,460,284,73,14,37,26,345,172,29,79,151,200,653,132,799,261,322,21,62,32,27,2,30,1148,1356,28
Batch-680,35,170,103,720,102,469,244,57,16,6,38,339,168,28,81,122,136,655,139,777,258,301,19,61,31,20,2,30,1041,2294,28
Batch-681,32,170,200,721,104,470,296,100,14,55,35,339,176,26,80,128,135,655,160,848,261,302,23,65,28,21,2,29,1148,5468,33
Batch-682,33,170,181,720,83,463,279,59,14,60,27,335,162,25,81,124,160,647,155,800,248,316,20,68,33,28,2,30,1148,5486,31
Batch-683,37,170,128,719,86,470,265,70,16,20,35,340,157,26,81,123,126,654,164,817,264,308,20,69,33,63,2,28,1098,2320,29
Batch-684,16,170,183,719,110,465,251,118,14,59,41,345,162,25,79,164,189,661,149,768,254,320,24,66,32,19,2,29,1148,2135,28
Batch-685,25,170,167,720,81,460,272,32,15,11,29,335,154,25,80,141,121,655,132,804,244,337,20,64,33,57,2,31,1111,2130,28
Batch-686,30,170,138,719,81,465,258,90,14,19,27,342,176,29,80,151,178,655,152,823,244,306,15,61,29,39,2,29,1120,1119,27
Batch-687,28,170,138,720,128,469,291,123,15,19,41,337,173,25,80,142,137,646,146,812,263,334,17,68,29,22,2,30,1148,692,28
Batch-688,16,170,161,719,83,467,267,41,14,32,38,345,155,27,80,146,151,655,175,776,250,321,24,60,33,27,2,29,1148,3561,30
Batch-689,34,170,146,720,76,466,245,76,14,58,29,344,171,26,79,127,103,660,152,794,256,337,17,63,27,39,2,28,1145,2699,29
Batch-690,28,170,124,720,114,461,260,34,16,30,31,337,179,27,79,143,155,656,149,804,253,322,17,69,33,45,2,29,1145,4539,31
Batch-691,25,170,137,720,118,464,292,124,16,49,38,336,171,29,81,133,172,645,158,839,244,335,15,69,28,21,2,30,1148,2821,30
Batch-692,28,170,159,720,122,462,262,70,16,56,32,337,166,26,81,122,182,640,145,811,264,323,24,61,27,52,2,28,1129,5470,32
Batch-693,36,170,129,721,114,462,245,67,14,33,27,337,180,25,79,156,148,650,168,760,243,315,20,66,32,37,2,31,1148,1116,27
Batch-694,28,170,182,719,104,470,284,15,14,24,31,341,163,26,79,164,176,661,180,797,259,321,22,61,31,19,2,30,1148,1257,28
Batch-695,28,170,120,721,121,467,268,64,14,30,35,336,165,25,79,137,195,648,168,841,261,317,15,69,32,44,2,30,1147,3774,31
Batch-696,26,170,177,719,98,463,247,50,16,35,31,342,180,25,79,149,142,663,136,817,260,310,18,63,27,14,2,30,1114,3918,30
Batch-697,34,170,167,720,115,461,289,12,15,20,38,343,158,25,80,121,118,641,131,803,262,324,26,60,30,35,2,31,1104,3526,29
Batch-698,25,170,193,719,117,468,275,40,16,11,33,344,172,25,80,149,139,661,158,768,259,320,18,66,28,26,2,28,1141,5927,32
Batch-699,22,170,186,721,98,463,259,39,14,28,41,341,155,27,79,160,137,661,149,812,261,310,16,64,31,35,2,30,1122,4814,31
Batch-700,26,170,108,719,110,465,288,102,15,19,37,342,173,27,81,143,109,661,134,766,259,320,20,68,33,30,2,30,1140,5389,31
Batch-701,32,170,194,721,95,466,256,27,15,16,34,345,178,28,79,153,201,640,158,761,252,315,19,64,28,35,2,29,1133,2062,28
Batch-702,19,170,171,719,129,470,249,47,14,35,34,341,166,25,80,156,116,636,137,858,247,293,22,66,31,31,2,30,1097,2230,28
Batch-703,18,170,193,720,116,463,258,46,15,37,38,343,169,25,79,138,105,662,136,776,250,307,19,64,31,9,2,30,1106,1488,27
Batch-704,26,170,153,720,99,462,275,103,14,39,35,339,173,25,81,139,130,636,154,824,253,304,19,60,30,15,2,28,1142,1869,28
Batch-705,35,170,147,720,76,465,259,17,16,16,26,343,163,25,81,157,127,648,155,810,254,324,20,60,33,57,2,29,1136,3076,29
Batch-706,27,170,123,719,76,461,265,92,15,34,33,335,159,27,80,133,183,661,175,816,249,333,24,63,33,57,2,31,1148,1045,28
Batch-707,35,170,191,719,131,461,251,88,16,16,30,335,175,27,80,150,155,635,180,845,249,333,16,69,32,30,2,28,1148,3097,30
Batch-708,18,170,151,719,106,469,273,7,16,49,40,344,177,29,81,129,199,645,127,853,264,309,15,64,29,7,2,31,1124,4227,31
Batch-709,16,170,149,720,85,464,235,90,14,9,30,338,174,26,79,120,118,661,156,816,248,304,22,64,29,47,2,29,1056,1012,27
Batch-710,25,170,125,721,90,469,251,96,16,21,33,335,174,28,79,154,192,656,136,831,243,327,17,62,28,60,2,28,1119,5850,31
Batch-711,36,170,175,719,129,464,242,5,14,14,29,337,158,26,80,126,170,643,129,849,244,306,15,61,31,51,2,31,1037,5415,30
Batch-712,19,170,188,721,105,460,246,114,14,28,31,343,155,28,80,127,160,638,156,847,256,299,16,64,32,48,2,31,1074,5279,31
Batch-713,28,170,177,719,134,464,274,104,14,26,32,335,155,29,80,121,201,659,125,839,262,308,24,67,33,51,2,30,1072,5542,31
Batch-714,17,170,194,721,103,465,282,48,15,32,33,342,156,28,81,135,168,663,131,774,262,329,18,69,27,19,2,29,1121,4949,31
Batch-715,17,170,139,720,95,461,244,19,16,46,29,341,171,27,79,160,153,657,145,834,261,312,18,68,30,13,2,30,1138,1291,28
Batch-716,35,170,112,720,117,470,237,102,14,26,41,340,155,26,79,126,191,640,154,853,264,334,21,66,33,56,2,31,1096,4339,30
Batch-717,32,170,197,720,99,463,262,73,14,28,36,343,181,25,81,158,187,662,179,829,262,293,15,69,32,58,2,31,1148,2949,30
Batch-718,24,170,153,721,111,464,252,19,14,53,29,339,153,26,80,132,149,651,141,776,245,329,24,65,32,61,2,31,1123,3821,29
Batch-719,18,170,182,720,99,468,252,61,14,29,32,335,158,29,81,127,191,637,181,764,258,316,25,60,28,34,2,31,1122,2680,29
Batch-720,25,170,165,719,82,463,259,16,14,6,40,336,170,26,79,143,130,645,181,835,260,315,20,65,27,37,2,31,1132,1954,29
Batch-721,28,170,193,721,122,468,256,41,15,13,29,340,159,27,81,122,218,655,138,803,253,314,21,61,31,27,2,30,1063,5126,30
Batch-722,16,170,163,720,113,461,237,99,14,32,29,335,167,25,80,158,213,636,134,814,247,303,23,60,30,15,2,30,1091,3874,29
Batch-723,22,170,144,721,105,469,285,51,14,33,30,340,166,27,80,153,187,656,144,824,260,294,24,60,27,11,2,30,1132,1501,28
Batch-724,26,170,114,721,93,466,297,7,14,58,39,343,158,27,80,132,153,636,164,841,254,317,23,61,27,37,2,29,1148,5307,32
Batch-725,31,170,115,721,87,467,284,106,15,58,32,345,170,28,80,128,179,663,131,765,259,296,20,64,28,63,2,28,1123,4604,30
Batch-726,23,170,122,720,126,460,262,41,14,55,27,340,180,28,79,164,124,641,143,780,246,296,25,64,30,47,2,30,1148,5317,31
Batch-727,16,170,110,719,123,467,289,124,16,41,33,339,173,29,79,126,203,655,164,836,262,314,20,70,32,2,2,31,1148,5816,33
Batch-728,17,170,186,720,85,465,249,94,16,54,33,339,173,26,81,155,125,641,156,773,264,296,18,68,30,30,2,30,1143,4766,31
Batch-729,22,170,173,719,110,466,273,94,15,39,40,340,161,29,81,120,153,641,126,849,257,312,23,63,33,61,2,30,1094,4997,31
Batch-730,19,170,179,721,105,465,278,95,16,24,41,337,174,28,79,148,193,663,168,792,244,327,26,64,29,30,2,31,1148,1593,28
Batch-731,24,170,185,721,79,468,292,27,16,29,28,342,177,26,79,145,136,656,170,790,252,296,15,63,27,9,2,31,1148,4445,31
Batch-732,25,170,138,720,85,463,271,85,14,23,32,342,157,25,79,163,119,638,141,855,265,298,16,64,30,61,2,30,1113,4777,31
Batch-733,29,170,150,720,84,465,293,51,16,35,40,342,155,25,79,151,134,638,131,834,245,331,26,62,29,13,2,29,1148,1027,27
Batch-734,19,170,126,721,93,467,284,90,15,33,32,336,176,26,80,155,167,660,168,793,254,332,21,68,30,41,2,31,1148,2486,30
Batch-735,28,170,176,719,95,462,237,13,14,46,38,345,174,29,80,130,128,662,134,798,259,318,19,65,31,42,2,28,1098,730,27
Batch-736,36,170,195,721,123,470,297,96,15,31,41,339,167,25,80,158,197,637,148,824,247,333,25,69,28,56,2,30,1148,3154,30
Batch-737,16,170,129,720,94,468,236,55,14,10,34,336,163,27,81,120,154,655,132,851,258,307,15,63,28,22,2,28,1024,1208,27
Batch-738,15,170,174,719,116,470,277,120,15,56,40,336,175,25,81,164,123,655,165,767,265,326,15,61,29,38,2,29,1148,766,28
Batch-739,29,170,136,720,118,461,237,99,15,25,37,341,173,25,79,147,186,639,149,781,261,313,26,69,30,5,2,31,1105,1894,28
Batch-740,27,170,141,719,112,463,261,67,14,18,38,341,177,25,81,137,220,635,147,763,259,333,25,62,31,64,2,28,1132,4996,31
Batch-741,28,170,156,720,86,461,298,63,16,55,27,338,166,25,81,141,171,659,127,809,265,299,25,64,31,39,2,29,1146,945,27
Batch-742,20,170,165,719,131,468,273,73,16,32,35,345,156,25,81,155,115,637,153,839,265,300,17,68,33,53,2,28,1130,2353,29
Batch-743,28,170,165,721,109,464,241,63,14,56,30,343,157,25,80,127,192,647,168,854,253,321,15,67,32,21,2,31,1133,672,27
Batch-744,31,170,142,719,85,464,259,35,15,25,30,340,173,28,80,139,145,641,180,852,258,318,19,68,28,42,2,28,1148,4238,31
Batch-745,38,170,168,721,80,470,275,61,14,5,26,345,154,28,79,155,113,645,148,844,259,308,22,70,29,48,2,31,1105,5506,32
Batch-746,23,170,123,719,87,470,277,86,14,39,40,340,164,28,81,157,134,663,142,792,252,322,25,64,29,8,2,30,1148,3805,30
Batch-747,21,170,165,720,87,467,275,49,16,11,32,338,156,28,80,134,126,664,163,772,257,308,19,66,33,5,2,28,1108,2840,29
Batch-748,24,170,124,719,104,463,259,62,14,28,26,345,175,29,80,154,210,651,172,803,262,318,25,62,32,15,2,28,1148,4855,32
Batch-749,27,170,192,719,125,460,248,68,15,59,41,337,157,26,80,130,134,646,133,772,243,295,23,66,33,39,2,30,1085,2290,27
Batch-750,17,170,110,721,126,461,282,79,16,36,30,339,153,28,81,125,187,637,160,855,254,321,15,65,33,8,2,30,1140,3157,30
Batch-751,18,170,149,720,90,460,297,85,15,18,41,336,155,26,80,123,222,661,159,772,247,324,16,70,30,53,2,30,1136,4897,31
Batch-752,15,170,118,719,96,461,277,12,14,5,35,342,160,29,79,124,222,663,169,827,244,316,20,66,29,24,2,30,1110,2351,29
Batch-753,34,170,175,720,104,465,236,76,15,31,40,344,160,26,80,120,212,646,128,840,248,299,21,61,33,29,2,30,1037,1493,27
Batch-754,35,170,153,720,113,466,243,26,14,29,30,342,169,25,79,134,221,639,142,825,254,312,19,63,27,26,2,29,1085,5601,31
Batch-755,25,170,200,720,135,464,258,70,14,37,26,342,173,27,81,151,172,663,149,778,256,313,26,65,29,44,2,29,1139,1382,28
Batch-756,33,170,179,721,101,460,295,42,14,56,28,341,180,26,79,135,159,640,132,830,262,303,26,60,29,26,2,31,1148,5543,32
Batch-757,34,170,182,720,113,470,246,46,15,59,36,336,173,25,79,145,156,639,166,836,254,305,22,64,32,28,2,31,1148,2767,29
Batch-758,32,170,142,721,126,463,283,78,16,6,41,337,171,26,79,148,192,653,133,793,255,331,16,68,32,40,2,30,1134,1211,27
Batch-759,23,170,165,721,113,466,249,78,14,49,41,343,161,25,81,128,134,658,139,809,257,321,18,69,30,38,2,31,1108,1302,27
Batch-760,22,170,164,720,113,463,257,73,15,50,38,345,162,28,80,155,155,636,170,823,255,294,25,70,31,64,2,29,1148,727,27
Batch-761,24,170,113,720,132,462,300,28,16,9,36,344,169,26,80,153,125,651,130,763,256,293,25,70,33,13,2,29,1116,4968,31
Batch-762,30,170,129,721,131,466,253,10,15,49,36,336,180,25,79,155,182,643,160,839,257,310,21,67,29,36,2,28,1148,4356,31
Batch-763,15,170,128,720,79,467,290,80,16,22,30,342,167,25,81,149,219,660,126,841,261,314,22,61,29,36,2,29,1126,5907,32
Batch-764,23,170,176,720,97,464,242,64,15,12,28,343,175,29,81,156,209,655,179,821,258,322,20,67,33,20,2,31,1148,2290,29
Batch-765,15,170,166,721,106,463,287,56,14,51,35,339,164,25,80,145,124,664,178,841,250,321,21,69,33,23,2,31,1148,856,28
Batch-766,16,170,170,719,124,460,254,78,14,29,36,345,181,25,79,147,102,636,154,759,255,327,23,67,33,62,2,29,1148,5803,32
Batch-767,32,170,128,719,104,470,241,99,15,24,26,335,181,26,80,120,165,638,142,775,257,330,15,61,30,47,2,28,1096,4823,31
Batch-768,36,170,163,720,82,467,257,72,15,10,34,336,170,25,81,148,104,646,158,852,264,308,21,64,30,33,2,29,1110,2121,29
Batch-769,20,170,198,721,100,467,260,71,15,35,39,338,160,29,80,147,101,649,146,762,252,298,17,66,32,34,2,28,1106,2840,28
Batch-770,20,170,103,719,113,465,248,6,15,53,37,341,157,29,80,123,138,643,178,849,260,307,18,66,29,61,2,31,1126,5563,32
Batch-771,23,170,150,719,100,470,244,44,15,56,36,343,170,26,81,140,218,657,163,847,257,334,26,66,30,47,2,29,1148,4844,31
Batch-772,27,170,144,721,122,461,261,62,14,46,35,341,177,26,81,145,138,651,134,784,260,307,15,64,27,12,2,29,1126,3704,30
Batch-773,33,170,149,720,96,462,297,106,16,43,37,345,166,26,79,139,101,657,148,800,263,316,20,69,33,26,2,31,1148,3068,30
Batch-774,17,170,191,720,126,466,250,105,14,54,39,342,181,26,81,130,110,651,124,782,247,306,19,60,28,51,2,30,1103,2210,28
Batch-775,35,170,160,720,114,465,244,42,16,42,39,345,160,26,80,136,194,662,124,821,261,312,24,67,30,49,2,31,1079,1957,27
Batch-776,27,170,194,720,118,460,295,61,16,5,35,344,153,27,80,155,107,644,179,778,243,321,25,70,33,9,2,29,1148,1213,28
Batch-777,34,170,103,721,105,465,296,59,16,22,31,344,161,29,80,154,175,660,178,787,264,335,26,66,31,41,2,31,1148,833,28
Batch-778,26,170,143,720,125,467,253,76,16,56,40,338,173,29,79,162,200,641,124,805,258,336,24,68,29,63,2,30,1148,949,27
Batch-779,21,170,130,719,112,469,267,82,16,28,28,337,160,28,81,136,183,655,173,797,262,319,25,66,29,11,2,29,1141,3997,31
Batch-780,30,170,180,721,91,460,262,55,15,8,37,344,178,26,81,147,214,646,149,809,248,326,18,61,32,59,2,29,1131,3013,29
Batch-781,28,170,195,721,97,470,293,114,14,27,41,344,166,27,80,157,190,636,161,825,264,316,17,70,29,57,2,29,1148,4421,31
Batch-782,17,170,179,719,85,465,276,12,15,60,31,343,154,25,79,159,166,661,141,814,246,332,17,65,30,50,2,30,1148,2963,29
Batch-783,24,170,136,721,121,464,271,86,16,54,27,345,168,26,81,129,178,643,175,760,257,316,19,65,27,62,2,28,1148,5237,32
Batch-784,38,170,134,721,110,467,234,11,15,35,35,336,175,25,80,123,215,638,127,851,247,325,26,68,28,12,2,29,1076,5418,31
Batch-785,29,170,172,719,91,461,267,120,15,60,27,335,158,25,81,120,216,643,141,840,245,296,16,70,32,52,2,28,1102,5568,31
Batch-786,21,170,175,721,90,464,271,115,15,55,41,338,158,28,80,147,114,637,179,827,258,302,16,67,31,8,2,28,1148,2286,29
Batch-787,15,170,180,721,83,468,284,105,14,37,32,345,153,26,80,141,119,661,157,813,255,300,22,70,29,49,2,29,1130,3696,30
Batch-788,30,170,161,720,109,461,262,23,16,15,39,345,162,26,81,142,121,649,157,766,247,325,21,65,29,21,2,31,1123,2711,29
Batch-789,21,170,116,720,97,470,248,20,16,29,34,338,170,28,81,133,195,648,154,765,263,309,16,67,32,17,2,28,1103,2889,29
Batch-790,24,170,145,719,87,461,250,11,15,29,38,336,155,29,79,157,114,661,154,813,250,297,17,64,30,15,2,29,1101,2444,28
Batch-791,17,170,150,720,108,460,271,101,16,35,29,335,161,25,79,150,204,646,138,785,245,307,19,65,32,41,2,31,1125,3833,29
Batch-792,16,170,146,720,76,466,296,77,16,8,35,342,177,29,79,157,180,640,127,783,249,332,26,70,32,33,2,31,1148,920,27
Batch-793,36,170,150,720,79,463,257,55,15,29,37,343,178,27,80,143,189,641,156,840,246,337,21,69,27,8,2,31,1148,1694,28
Batch-794,23,170,133,720,115,462,299,85,14,51,35,336,174,28,81,130,158,651,147,826,255,303,25,66,33,29,2,30,1148,3871,31
Batch-795,27,170,115,720,81,467,267,119,15,8,40,335,177,29,80,138,165,660,169,819,252,337,18,65,32,59,2,28,1148,3872,31
Batch-796,24,170,198,720,108,464,263,55,15,31,35,335,158,25,81,159,213,651,138,756,258,295,20,68,30,26,2,30,1104,1378,27
Batch-797,27,170,143,721,118,464,287,111,14,39,31,337,178,25,81,151,205,635,128,767,261,297,20,60,33,47,2,30,1143,5590,32
Batch-798,29,170,125,719,125,467,247,107,14,7,29,335,172,25,81,151,146,660,144,793,262,320,24,68,31,41,2,29,1101,5904,32
Batch-799,18,170,116,721,136,462,254,73,16,23,40,338,153,29,81,135,137,661,134,766,248,325,24,68,27,31,2,29,1080,3319,28
Batch-800,30,170,114,721,127,465,270,89,15,58,29,344,160,27,80,154,164,652,147,814,252,310,18,70,32,20,2,28,1148,3602,30
Batch-801,23,170,196,720,98,460,284,51,14,35,36,335,157,29,80,152,109,650,163,818,248,333,17,61,28,32,2,30,1148,1465,28
Batch-802,33,170,200,719,117,465,265,29,14,48,40,344,168,29,80,133,152,641,153,775,252,307,23,65,31,13,2,28,1133,4555,30
Batch-803,30,170,162,720,92,466,253,44,14,39,41,335,164,27,80,125,137,657,129,842,244,328,15,63,30,2,2,31,1099,1155,27
Batch-804,15,170,141,721,85,464,260,112,16,37,35,340,171,25,79,124,124,658,149,824,245,323,17,70,33,5,2,28,1125,5694,32
Batch-805,20,170,166,719,103,470,236,70,16,7,27,344,157,29,81,134,137,636,135,775,255,325,17,67,29,21,2,29,1052,2578,28
Batch-806,15,170,165,719,88,462,259,111,16,52,37,343,153,25,79,131,142,663,139,834,265,308,15,60,30,50,2,28,1100,4895,31
Batch-807,27,170,177,721,92,466,250,79,16,42,33,341,181,28,80,146,208,648,163,849,254,335,19,61,33,58,2,28,1148,4481,31
Batch-808,21,170,136,720,123,467,236,24,16,48,38,341,162,29,81,153,202,654,125,759,256,325,26,69,32,29,2,28,1109,3674,29
Batch-809,23,170,136,719,91,465,247,4,15,12,29,344,156,26,79,154,215,637,162,802,252,331,20,61,27,45,2,29,1118,1155,27
Batch-810,15,170,159,720,81,460,238,91,15,32,35,340,161,29,81,150,162,641,178,836,244,320,18,68,33,36,2,31,1143,1920,28
Batch-811,23,170,124,719,133,466,277,69,14,58,41,339,170,25,79,157,107,647,181,759,262,332,23,70,32,63,2,28,1148,2041,29
